"shapeid","STATEFP","CD114FP","AFFGEOID","GEOID","LSAD","CDSESSN","ALAND","AWATER"
"239.36","53","02","5001400US5302","5302","C2","114","2629115311","2689486228"
"239.37","53","02","5001400US5302","5302","C2","114","2629115311","2689486228"
"240","53","08","5001400US5308","5308","C2","114","19062432118","368571687"
"241.0","26","01","5001400US2601","2601","C2","114","64823251194","75783538262"
"241.1","26","01","5001400US2601","2601","C2","114","64823251194","75783538262"
"241.2","26","01","5001400US2601","2601","C2","114","64823251194","75783538262"
"241.3","26","01","5001400US2601","2601","C2","114","64823251194","75783538262"
"241.4","26","01","5001400US2601","2601","C2","114","64823251194","75783538262"
"241.5","26","01","5001400US2601","2601","C2","114","64823251194","75783538262"
"241.6","26","01","5001400US2601","2601","C2","114","64823251194","75783538262"
"241.7","26","01","5001400US2601","2601","C2","114","64823251194","75783538262"
"241.8","26","01","5001400US2601","2601","C2","114","64823251194","75783538262"
"241.9","26","01","5001400US2601","2601","C2","114","64823251194","75783538262"
"241.10","26","01","5001400US2601","2601","C2","114","64823251194","75783538262"
"241.11","26","01","5001400US2601","2601","C2","114","64823251194","75783538262"
"241.12","26","01","5001400US2601","2601","C2","114","64823251194","75783538262"
"241.13","26","01","5001400US2601","2601","C2","114","64823251194","75783538262"
"241.14","26","01","5001400US2601","2601","C2","114","64823251194","75783538262"
"241.15","26","01","5001400US2601","2601","C2","114","64823251194","75783538262"
"241.16","26","01","5001400US2601","2601","C2","114","64823251194","75783538262"
"241.17","26","01","5001400US2601","2601","C2","114","64823251194","75783538262"
"241.18","26","01","5001400US2601","2601","C2","114","64823251194","75783538262"
"241.19","26","01","5001400US2601","2601","C2","114","64823251194","75783538262"
"241.20","26","01","5001400US2601","2601","C2","114","64823251194","75783538262"
"241.21","26","01","5001400US2601","2601","C2","114","64823251194","75783538262"
"241.22","26","01","5001400US2601","2601","C2","114","64823251194","75783538262"
"241.23","26","01","5001400US2601","2601","C2","114","64823251194","75783538262"
"241.24","26","01","5001400US2601","2601","C2","114","64823251194","75783538262"
"241.25","26","01","5001400US2601","2601","C2","114","64823251194","75783538262"
"241.26","26","01","5001400US2601","2601","C2","114","64823251194","75783538262"
"241.27","26","01","5001400US2601","2601","C2","114","64823251194","75783538262"
"241.28","26","01","5001400US2601","2601","C2","114","64823251194","75783538262"
"241.29","26","01","5001400US2601","2601","C2","114","64823251194","75783538262"
"241.30","26","01","5001400US2601","2601","C2","114","64823251194","75783538262"
"241.31","26","01","5001400US2601","2601","C2","114","64823251194","75783538262"
"241.32","26","01","5001400US2601","2601","C2","114","64823251194","75783538262"
"241.33","26","01","5001400US2601","2601","C2","114","64823251194","75783538262"
"241.34","26","01","5001400US2601","2601","C2","114","64823251194","75783538262"
"241.35","26","01","5001400US2601","2601","C2","114","64823251194","75783538262"
"241.36","26","01","5001400US2601","2601","C2","114","64823251194","75783538262"
"241.37","26","01","5001400US2601","2601","C2","114","64823251194","75783538262"
"241.38","26","01","5001400US2601","2601","C2","114","64823251194","75783538262"
"241.39","26","01","5001400US2601","2601","C2","114","64823251194","75783538262"
"241.40","26","01","5001400US2601","2601","C2","114","64823251194","75783538262"
"241.41","26","01","5001400US2601","2601","C2","114","64823251194","75783538262"
"241.42","26","01","5001400US2601","2601","C2","114","64823251194","75783538262"
"241.43","26","01","5001400US2601","2601","C2","114","64823251194","75783538262"
"241.44","26","01","5001400US2601","2601","C2","114","64823251194","75783538262"
"241.45","26","01","5001400US2601","2601","C2","114","64823251194","75783538262"
"241.46","26","01","5001400US2601","2601","C2","114","64823251194","75783538262"
"241.47","26","01","5001400US2601","2601","C2","114","64823251194","75783538262"
"241.48","26","01","5001400US2601","2601","C2","114","64823251194","75783538262"
"241.49","26","01","5001400US2601","2601","C2","114","64823251194","75783538262"
"241.50","26","01","5001400US2601","2601","C2","114","64823251194","75783538262"
"241.51","26","01","5001400US2601","2601","C2","114","64823251194","75783538262"
"241.52","26","01","5001400US2601","2601","C2","114","64823251194","75783538262"
"241.53","26","01","5001400US2601","2601","C2","114","64823251194","75783538262"
"241.54","26","01","5001400US2601","2601","C2","114","64823251194","75783538262"
"241.55","26","01","5001400US2601","2601","C2","114","64823251194","75783538262"
"241.56","26","01","5001400US2601","2601","C2","114","64823251194","75783538262"
"241.57","26","01","5001400US2601","2601","C2","114","64823251194","75783538262"
"241.58","26","01","5001400US2601","2601","C2","114","64823251194","75783538262"
"241.59","26","01","5001400US2601","2601","C2","114","64823251194","75783538262"
"241.60","26","01","5001400US2601","2601","C2","114","64823251194","75783538262"
"241.61","26","01","5001400US2601","2601","C2","114","64823251194","75783538262"
"241.62","26","01","5001400US2601","2601","C2","114","64823251194","75783538262"
"241.63","26","01","5001400US2601","2601","C2","114","64823251194","75783538262"
"241.64","26","01","5001400US2601","2601","C2","114","64823251194","75783538262"
"241.65","26","01","5001400US2601","2601","C2","114","64823251194","75783538262"
"241.66","26","01","5001400US2601","2601","C2","114","64823251194","75783538262"
"241.67","26","01","5001400US2601","2601","C2","114","64823251194","75783538262"
"241.68","26","01","5001400US2601","2601","C2","114","64823251194","75783538262"
"241.69","26","01","5001400US2601","2601","C2","114","64823251194","75783538262"
"241.70","26","01","5001400US2601","2601","C2","114","64823251194","75783538262"
"241.71","26","01","5001400US2601","2601","C2","114","64823251194","75783538262"
"241.72","26","01","5001400US2601","2601","C2","114","64823251194","75783538262"
"241.73","26","01","5001400US2601","2601","C2","114","64823251194","75783538262"
"241.74","26","01","5001400US2601","2601","C2","114","64823251194","75783538262"
"241.75","26","01","5001400US2601","2601","C2","114","64823251194","75783538262"
"241.76","26","01","5001400US2601","2601","C2","114","64823251194","75783538262"
"241.77","26","01","5001400US2601","2601","C2","114","64823251194","75783538262"
"241.78","26","01","5001400US2601","2601","C2","114","64823251194","75783538262"
"241.79","26","01","5001400US2601","2601","C2","114","64823251194","75783538262"
"241.80","26","01","5001400US2601","2601","C2","114","64823251194","75783538262"
"241.81","26","01","5001400US2601","2601","C2","114","64823251194","75783538262"
"241.82","26","01","5001400US2601","2601","C2","114","64823251194","75783538262"
"241.83","26","01","5001400US2601","2601","C2","114","64823251194","75783538262"
"241.84","26","01","5001400US2601","2601","C2","114","64823251194","75783538262"
"241.85","26","01","5001400US2601","2601","C2","114","64823251194","75783538262"
"241.86","26","01","5001400US2601","2601","C2","114","64823251194","75783538262"
"241.87","26","01","5001400US2601","2601","C2","114","64823251194","75783538262"
"241.88","26","01","5001400US2601","2601","C2","114","64823251194","75783538262"
"241.89","26","01","5001400US2601","2601","C2","114","64823251194","75783538262"
"241.90","26","01","5001400US2601","2601","C2","114","64823251194","75783538262"
"241.91","26","01","5001400US2601","2601","C2","114","64823251194","75783538262"
"241.92","26","01","5001400US2601","2601","C2","114","64823251194","75783538262"
"241.93","26","01","5001400US2601","2601","C2","114","64823251194","75783538262"
"241.94","26","01","5001400US2601","2601","C2","114","64823251194","75783538262"
"241.95","26","01","5001400US2601","2601","C2","114","64823251194","75783538262"
"241.96","26","01","5001400US2601","2601","C2","114","64823251194","75783538262"
"241.97","26","01","5001400US2601","2601","C2","114","64823251194","75783538262"
"241.98","26","01","5001400US2601","2601","C2","114","64823251194","75783538262"
"241.99","26","01","5001400US2601","2601","C2","114","64823251194","75783538262"
"241.100","26","01","5001400US2601","2601","C2","114","64823251194","75783538262"
"241.101","26","01","5001400US2601","2601","C2","114","64823251194","75783538262"
"241.102","26","01","5001400US2601","2601","C2","114","64823251194","75783538262"
"242","26","03","5001400US2603","2603","C2","114","6810499317","177748440"
"243","26","04","5001400US2604","2604","C2","114","21906541533","520883669"
"244.0","26","12","5001400US2612","2612","C2","114","1044089809","71946879"
"244.1","26","12","5001400US2612","2612","C2","114","1044089809","71946879"
"245","36","17","5001400US3617","3617","C2","114","990927520","149926159"
"246","36","24","5001400US3624","3624","C2","114","6186436469","3271882478"
"247","36","15","5001400US3615","3615","C2","114","37598152","6263939"
"248","37","06","5001400US3706","3706","C2","114","9516332615","147995262"
"249","19","04","5001400US1904","1904","C2","114","58937778712","264745073"
"250","16","01","5001400US1601","1601","C2","114","102093841972","1316117424"
"251","13","08","5001400US1308","1308","C2","114","22576437686","354972977"
"252","36","02","5001400US3602","3602","C2","114","470635209","374797482"
"253.0","36","21","5001400US3621","3621","C2","114","39147329059","3339511976"
"253.1","36","21","5001400US3621","3621","C2","114","39147329059","3339511976"
"253.2","36","21","5001400US3621","3621","C2","114","39147329059","3339511976"
"253.3","36","21","5001400US3621","3621","C2","114","39147329059","3339511976"
"253.4","36","21","5001400US3621","3621","C2","114","39147329059","3339511976"
"253.5","36","21","5001400US3621","3621","C2","114","39147329059","3339511976"
"253.6","36","21","5001400US3621","3621","C2","114","39147329059","3339511976"
"253.7","36","21","5001400US3621","3621","C2","114","39147329059","3339511976"
"253.8","36","21","5001400US3621","3621","C2","114","39147329059","3339511976"
"254","04","07","5001400US0407","0407","C2","114","530617544","1645136"
"255.0","39","09","5001400US3909","3909","C2","114","1203433223","4312230708"
"255.1","39","09","5001400US3909","3909","C2","114","1203433223","4312230708"
"255.2","39","09","5001400US3909","3909","C2","114","1203433223","4312230708"
"255.3","39","09","5001400US3909","3909","C2","114","1203433223","4312230708"
"255.4","39","09","5001400US3909","3909","C2","114","1203433223","4312230708"
"255.5","39","09","5001400US3909","3909","C2","114","1203433223","4312230708"
"255.6","39","09","5001400US3909","3909","C2","114","1203433223","4312230708"
"255.7","39","09","5001400US3909","3909","C2","114","1203433223","4312230708"
"255.8","39","09","5001400US3909","3909","C2","114","1203433223","4312230708"
"255.9","39","09","5001400US3909","3909","C2","114","1203433223","4312230708"
"255.10","39","09","5001400US3909","3909","C2","114","1203433223","4312230708"
"255.11","39","09","5001400US3909","3909","C2","114","1203433223","4312230708"
"255.12","39","09","5001400US3909","3909","C2","114","1203433223","4312230708"
"256.0","51","01","5001400US5101","5101","C2","114","9542309067","2192254635"
"256.1","51","01","5001400US5101","5101","C2","114","9542309067","2192254635"
"257","54","02","5001400US5402","5402","C2","114","20771304990","121228518"
"258","06","39","5001400US0639","0639","C2","114","529385490","3117073"
"259","06","45","5001400US0645","0645","C2","114","855913031","5327953"
"260","08","01","5001400US0801","0801","C2","114","491987823","7057884"
"261","12","24","5001400US1224","1224","C2","114","274835160","36847686"
"262","27","03","5001400US2703","2703","C2","114","1365133848","144420539"
"263","40","05","5001400US4005","4005","C2","114","5371380475","59056719"
"264","48","11","5001400US4811","4811","C2","114","72085445748","573570932"
"265","48","09","5001400US4809","4809","C2","114","429172558","5210296"
"266","48","32","5001400US4832","4832","C2","114","484486531","31838376"
"267.0","12","02","5001400US1202","1202","C2","114","22309020193","3787038975"
"267.1","12","02","5001400US1202","1202","C2","114","22309020193","3787038975"
"267.2","12","02","5001400US1202","1202","C2","114","22309020193","3787038975"
"267.3","12","02","5001400US1202","1202","C2","114","22309020193","3787038975"
"267.4","12","02","5001400US1202","1202","C2","114","22309020193","3787038975"
"268.0","12","03","5001400US1203","1203","C2","114","18924328909","1443486198"
"268.1","12","03","5001400US1203","1203","C2","114","18924328909","1443486198"
"268.2","12","03","5001400US1203","1203","C2","114","18924328909","1443486198"
"268.3","12","03","5001400US1203","1203","C2","114","18924328909","1443486198"
"268.4","12","03","5001400US1203","1203","C2","114","18924328909","1443486198"
"268.5","12","03","5001400US1203","1203","C2","114","18924328909","1443486198"
"269","12","09","5001400US1209","1209","C2","114","4421754194","521023417"
"270","37","02","5001400US3702","3702","C2","114","8409234752","128676543"
"271.0","37","03","5001400US3703","3703","C2","114","20228655381","10851829652"
"271.1","37","03","5001400US3703","3703","C2","114","20228655381","10851829652"
"271.2","37","03","5001400US3703","3703","C2","114","20228655381","10851829652"
"271.3","37","03","5001400US3703","3703","C2","114","20228655381","10851829652"
"271.4","37","03","5001400US3703","3703","C2","114","20228655381","10851829652"
"271.5","37","03","5001400US3703","3703","C2","114","20228655381","10851829652"
"271.6","37","03","5001400US3703","3703","C2","114","20228655381","10851829652"
"271.7","37","03","5001400US3703","3703","C2","114","20228655381","10851829652"
"271.8","37","03","5001400US3703","3703","C2","114","20228655381","10851829652"
"271.9","37","03","5001400US3703","3703","C2","114","20228655381","10851829652"
"271.10","37","03","5001400US3703","3703","C2","114","20228655381","10851829652"
"271.11","37","03","5001400US3703","3703","C2","114","20228655381","10851829652"
"271.12","37","03","5001400US3703","3703","C2","114","20228655381","10851829652"
"271.13","37","03","5001400US3703","3703","C2","114","20228655381","10851829652"
"271.14","37","03","5001400US3703","3703","C2","114","20228655381","10851829652"
"271.15","37","03","5001400US3703","3703","C2","114","20228655381","10851829652"
"271.16","37","03","5001400US3703","3703","C2","114","20228655381","10851829652"
"271.17","37","03","5001400US3703","3703","C2","114","20228655381","10851829652"
"272","48","01","5001400US4801","4801","C2","114","20379600524","951809925"
"273.0","48","27","5001400US4827","4827","C2","114","23622537439","4536906806"
"273.1","48","27","5001400US4827","4827","C2","114","23622537439","4536906806"
"273.2","48","27","5001400US4827","4827","C2","114","23622537439","4536906806"
"273.3","48","27","5001400US4827","4827","C2","114","23622537439","4536906806"
"273.4","48","27","5001400US4827","4827","C2","114","23622537439","4536906806"
"273.5","48","27","5001400US4827","4827","C2","114","23622537439","4536906806"
"273.6","48","27","5001400US4827","4827","C2","114","23622537439","4536906806"
"273.7","48","27","5001400US4827","4827","C2","114","23622537439","4536906806"
"273.8","48","27","5001400US4827","4827","C2","114","23622537439","4536906806"
"273.9","48","27","5001400US4827","4827","C2","114","23622537439","4536906806"
"273.10","48","27","5001400US4827","4827","C2","114","23622537439","4536906806"
"273.11","48","27","5001400US4827","4827","C2","114","23622537439","4536906806"
"273.12","48","27","5001400US4827","4827","C2","114","23622537439","4536906806"
"273.13","48","27","5001400US4827","4827","C2","114","23622537439","4536906806"
"273.14","48","27","5001400US4827","4827","C2","114","23622537439","4536906806"
"274","48","33","5001400US4833","4833","C2","114","548947579","16596620"
"275","48","02","5001400US4802","4802","C2","114","799720228","54789647"
"276","48","04","5001400US4804","4804","C2","114","26237677155","1010363159"
"277","48","26","5001400US4826","4826","C2","114","2349631043","191542824"
"278","04","04","5001400US0404","0404","C2","114","85986138620","503963005"
"279","04","06","5001400US0406","0406","C2","114","1618585153","10779717"
"280","35","02","5001400US3502","3502","C2","114","185805163025","418245836"
"281","18","04","5001400US1804","1804","C2","114","16452896591","68061594"
"282","18","07","5001400US1807","1807","C2","114","787140388","4748773"
"283","41","05","5001400US4105","4105","C2","114","13438318567","1207536256"
"284","17","18","5001400US1718","1718","C2","114","27236501013","382224178"
"285","21","04","5001400US2104","2104","C2","114","11334285918","290203822"
"286.0","47","08","5001400US4708","4708","C2","114","17742770435","382978546"
"286.1","47","08","5001400US4708","4708","C2","114","17742770435","382978546"
"287","17","10","5001400US1710","1710","C2","114","776447458","31669301"
"288","17","16","5001400US1716","1716","C2","114","20506303303","180730724"
"289","17","15","5001400US1715","1715","C2","114","38062213848","353578884"
"290","05","03","5001400US0503","0503","C2","114","13983476340","375017958"
"291","06","07","5001400US0607","0607","C2","114","1421426289","13615373"
"292","06","23","5001400US0623","0623","C2","114","25636042190","100586550"
"293","06","34","5001400US0634","0634","C2","114","123458364","784655"
"294","06","43","5001400US0643","0643","C2","114","186580212","555896"
"295","06","44","5001400US0644","0644","C2","114","205536404","66883685"
"296","06","28","5001400US0628","0628","C2","114","565796998","2415551"
"297.0","06","14","5001400US0614","0614","C2","114","672277732","827548174"
"297.1","06","14","5001400US0614","0614","C2","114","672277732","827548174"
"298","06","46","5001400US0646","0646","C2","114","185673009","2402661"
"299","42","02","5001400US4202","4202","C2","114","192027437","3460343"
"300","32","02","5001400US3202","3202","C2","114","144600357804","1316079286"
"301","22","02","5001400US2202","2202","C2","114","3285411614","522155120"
"302","35","01","5001400US3501","3501","C2","114","11914085488","17975697"
"303","17","07","5001400US1707","1707","C2","114","161935704","4773294"
"304","05","01","5001400US0501","0501","C2","114","50035024220","1235265144"
"305","06","13","5001400US0613","0613","C2","114","250595885","127431128"
"306","06","03","5001400US0603","0603","C2","114","16016009350","456718941"
"307","28","03","5001400US2803","2803","C2","114","33032795123","342924091"
"308","51","11","5001400US5111","5111","C2","114","479535989","21593862"
"309.0","26","10","5001400US2610","2610","C2","114","10727947217","5439803225"
"309.1","26","10","5001400US2610","2610","C2","114","10727947217","5439803225"
"309.2","26","10","5001400US2610","2610","C2","114","10727947217","5439803225"
"309.3","26","10","5001400US2610","2610","C2","114","10727947217","5439803225"
"310","36","19","5001400US3619","3619","C2","114","20556949456","430653891"
"311","34","06","5001400US3406","3406","C2","114","557538215","503814232"
"312","39","15","5001400US3915","3915","C2","114","12274022119","99412530"
"313.0","02","00","5001400US0200","0200","C1","114","1477946338495","245391672906"
"313.1","02","00","5001400US0200","0200","C1","114","1477946338495","245391672906"
"313.2","02","00","5001400US0200","0200","C1","114","1477946338495","245391672906"
"313.3","02","00","5001400US0200","0200","C1","114","1477946338495","245391672906"
"313.4","02","00","5001400US0200","0200","C1","114","1477946338495","245391672906"
"313.5","02","00","5001400US0200","0200","C1","114","1477946338495","245391672906"
"313.6","02","00","5001400US0200","0200","C1","114","1477946338495","245391672906"
"313.7","02","00","5001400US0200","0200","C1","114","1477946338495","245391672906"
"313.8","02","00","5001400US0200","0200","C1","114","1477946338495","245391672906"
"313.9","02","00","5001400US0200","0200","C1","114","1477946338495","245391672906"
"313.10","02","00","5001400US0200","0200","C1","114","1477946338495","245391672906"
"313.11","02","00","5001400US0200","0200","C1","114","1477946338495","245391672906"
"313.12","02","00","5001400US0200","0200","C1","114","1477946338495","245391672906"
"313.13","02","00","5001400US0200","0200","C1","114","1477946338495","245391672906"
"313.14","02","00","5001400US0200","0200","C1","114","1477946338495","245391672906"
"313.15","02","00","5001400US0200","0200","C1","114","1477946338495","245391672906"
"313.16","02","00","5001400US0200","0200","C1","114","1477946338495","245391672906"
"313.17","02","00","5001400US0200","0200","C1","114","1477946338495","245391672906"
"313.18","02","00","5001400US0200","0200","C1","114","1477946338495","245391672906"
"313.19","02","00","5001400US0200","0200","C1","114","1477946338495","245391672906"
"313.20","02","00","5001400US0200","0200","C1","114","1477946338495","245391672906"
"313.21","02","00","5001400US0200","0200","C1","114","1477946338495","245391672906"
"313.22","02","00","5001400US0200","0200","C1","114","1477946338495","245391672906"
"313.23","02","00","5001400US0200","0200","C1","114","1477946338495","245391672906"
"313.24","02","00","5001400US0200","0200","C1","114","1477946338495","245391672906"
"313.25","02","00","5001400US0200","0200","C1","114","1477946338495","245391672906"
"313.26","02","00","5001400US0200","0200","C1","114","1477946338495","245391672906"
"313.27","02","00","5001400US0200","0200","C1","114","1477946338495","245391672906"
"313.28","02","00","5001400US0200","0200","C1","114","1477946338495","245391672906"
"313.29","02","00","5001400US0200","0200","C1","114","1477946338495","245391672906"
"313.30","02","00","5001400US0200","0200","C1","114","1477946338495","245391672906"
"313.31","02","00","5001400US0200","0200","C1","114","1477946338495","245391672906"
"313.32","02","00","5001400US0200","0200","C1","114","1477946338495","245391672906"
"313.33","02","00","5001400US0200","0200","C1","114","1477946338495","245391672906"
"313.34","02","00","5001400US0200","0200","C1","114","1477946338495","245391672906"
"313.35","02","00","5001400US0200","0200","C1","114","1477946338495","245391672906"
"313.36","02","00","5001400US0200","0200","C1","114","1477946338495","245391672906"
"313.37","02","00","5001400US0200","0200","C1","114","1477946338495","245391672906"
"313.38","02","00","5001400US0200","0200","C1","114","1477946338495","245391672906"
"313.39","02","00","5001400US0200","0200","C1","114","1477946338495","245391672906"
"313.40","02","00","5001400US0200","0200","C1","114","1477946338495","245391672906"
"313.41","02","00","5001400US0200","0200","C1","114","1477946338495","245391672906"
"313.42","02","00","5001400US0200","0200","C1","114","1477946338495","245391672906"
"313.43","02","00","5001400US0200","0200","C1","114","1477946338495","245391672906"
"313.44","02","00","5001400US0200","0200","C1","114","1477946338495","245391672906"
"313.45","02","00","5001400US0200","0200","C1","114","1477946338495","245391672906"
"313.46","02","00","5001400US0200","0200","C1","114","1477946338495","245391672906"
"313.47","02","00","5001400US0200","0200","C1","114","1477946338495","245391672906"
"313.48","02","00","5001400US0200","0200","C1","114","1477946338495","245391672906"
"313.49","02","00","5001400US0200","0200","C1","114","1477946338495","245391672906"
"313.50","02","00","5001400US0200","0200","C1","114","1477946338495","245391672906"
"313.51","02","00","5001400US0200","0200","C1","114","1477946338495","245391672906"
"313.52","02","00","5001400US0200","0200","C1","114","1477946338495","245391672906"
"313.53","02","00","5001400US0200","0200","C1","114","1477946338495","245391672906"
"313.54","02","00","5001400US0200","0200","C1","114","1477946338495","245391672906"
"313.55","02","00","5001400US0200","0200","C1","114","1477946338495","245391672906"
"313.56","02","00","5001400US0200","0200","C1","114","1477946338495","245391672906"
"313.57","02","00","5001400US0200","0200","C1","114","1477946338495","245391672906"
"313.58","02","00","5001400US0200","0200","C1","114","1477946338495","245391672906"
"313.59","02","00","5001400US0200","0200","C1","114","1477946338495","245391672906"
"313.60","02","00","5001400US0200","0200","C1","114","1477946338495","245391672906"
"313.61","02","00","5001400US0200","0200","C1","114","1477946338495","245391672906"
"313.62","02","00","5001400US0200","0200","C1","114","1477946338495","245391672906"
"313.63","02","00","5001400US0200","0200","C1","114","1477946338495","245391672906"
"313.64","02","00","5001400US0200","0200","C1","114","1477946338495","245391672906"
"313.65","02","00","5001400US0200","0200","C1","114","1477946338495","245391672906"
"313.66","02","00","5001400US0200","0200","C1","114","1477946338495","245391672906"
"313.67","02","00","5001400US0200","0200","C1","114","1477946338495","245391672906"
"313.68","02","00","5001400US0200","0200","C1","114","1477946338495","245391672906"
"313.69","02","00","5001400US0200","0200","C1","114","1477946338495","245391672906"
"313.70","02","00","5001400US0200","0200","C1","114","1477946338495","245391672906"
"313.71","02","00","5001400US0200","0200","C1","114","1477946338495","245391672906"
"313.72","02","00","5001400US0200","0200","C1","114","1477946338495","245391672906"
"313.73","02","00","5001400US0200","0200","C1","114","1477946338495","245391672906"
"313.74","02","00","5001400US0200","0200","C1","114","1477946338495","245391672906"
"313.75","02","00","5001400US0200","0200","C1","114","1477946338495","245391672906"
"313.76","02","00","5001400US0200","0200","C1","114","1477946338495","245391672906"
"313.77","02","00","5001400US0200","0200","C1","114","1477946338495","245391672906"
"313.78","02","00","5001400US0200","0200","C1","114","1477946338495","245391672906"
"313.79","02","00","5001400US0200","0200","C1","114","1477946338495","245391672906"
"313.80","02","00","5001400US0200","0200","C1","114","1477946338495","245391672906"
"313.81","02","00","5001400US0200","0200","C1","114","1477946338495","245391672906"
"313.82","02","00","5001400US0200","0200","C1","114","1477946338495","245391672906"
"313.83","02","00","5001400US0200","0200","C1","114","1477946338495","245391672906"
"313.84","02","00","5001400US0200","0200","C1","114","1477946338495","245391672906"
"313.85","02","00","5001400US0200","0200","C1","114","1477946338495","245391672906"
"313.86","02","00","5001400US0200","0200","C1","114","1477946338495","245391672906"
"313.87","02","00","5001400US0200","0200","C1","114","1477946338495","245391672906"
"313.88","02","00","5001400US0200","0200","C1","114","1477946338495","245391672906"
"313.89","02","00","5001400US0200","0200","C1","114","1477946338495","245391672906"
"313.90","02","00","5001400US0200","0200","C1","114","1477946338495","245391672906"
"313.91","02","00","5001400US0200","0200","C1","114","1477946338495","245391672906"
"313.92","02","00","5001400US0200","0200","C1","114","1477946338495","245391672906"
"313.93","02","00","5001400US0200","0200","C1","114","1477946338495","245391672906"
"313.94","02","00","5001400US0200","0200","C1","114","1477946338495","245391672906"
"313.95","02","00","5001400US0200","0200","C1","114","1477946338495","245391672906"
"313.96","02","00","5001400US0200","0200","C1","114","1477946338495","245391672906"
"313.97","02","00","5001400US0200","0200","C1","114","1477946338495","245391672906"
"313.98","02","00","5001400US0200","0200","C1","114","1477946338495","245391672906"
"313.99","02","00","5001400US0200","0200","C1","114","1477946338495","245391672906"
"313.100","02","00","5001400US0200","0200","C1","114","1477946338495","245391672906"
"313.101","02","00","5001400US0200","0200","C1","114","1477946338495","245391672906"
"313.102","02","00","5001400US0200","0200","C1","114","1477946338495","245391672906"
"313.103","02","00","5001400US0200","0200","C1","114","1477946338495","245391672906"
"313.104","02","00","5001400US0200","0200","C1","114","1477946338495","245391672906"
"313.105","02","00","5001400US0200","0200","C1","114","1477946338495","245391672906"
"313.106","02","00","5001400US0200","0200","C1","114","1477946338495","245391672906"
"313.107","02","00","5001400US0200","0200","C1","114","1477946338495","245391672906"
"313.108","02","00","5001400US0200","0200","C1","114","1477946338495","245391672906"
"313.109","02","00","5001400US0200","0200","C1","114","1477946338495","245391672906"
"313.110","02","00","5001400US0200","0200","C1","114","1477946338495","245391672906"
"313.111","02","00","5001400US0200","0200","C1","114","1477946338495","245391672906"
"313.112","02","00","5001400US0200","0200","C1","114","1477946338495","245391672906"
"313.113","02","00","5001400US0200","0200","C1","114","1477946338495","245391672906"
"313.114","02","00","5001400US0200","0200","C1","114","1477946338495","245391672906"
"313.115","02","00","5001400US0200","0200","C1","114","1477946338495","245391672906"
"313.116","02","00","5001400US0200","0200","C1","114","1477946338495","245391672906"
"313.117","02","00","5001400US0200","0200","C1","114","1477946338495","245391672906"
"313.118","02","00","5001400US0200","0200","C1","114","1477946338495","245391672906"
"313.119","02","00","5001400US0200","0200","C1","114","1477946338495","245391672906"
"313.120","02","00","5001400US0200","0200","C1","114","1477946338495","245391672906"
"313.121","02","00","5001400US0200","0200","C1","114","1477946338495","245391672906"
"313.122","02","00","5001400US0200","0200","C1","114","1477946338495","245391672906"
"313.123","02","00","5001400US0200","0200","C1","114","1477946338495","245391672906"
"313.124","02","00","5001400US0200","0200","C1","114","1477946338495","245391672906"
"313.125","02","00","5001400US0200","0200","C1","114","1477946338495","245391672906"
"313.126","02","00","5001400US0200","0200","C1","114","1477946338495","245391672906"
"313.127","02","00","5001400US0200","0200","C1","114","1477946338495","245391672906"
"313.128","02","00","5001400US0200","0200","C1","114","1477946338495","245391672906"
"313.129","02","00","5001400US0200","0200","C1","114","1477946338495","245391672906"
"313.130","02","00","5001400US0200","0200","C1","114","1477946338495","245391672906"
"313.131","02","00","5001400US0200","0200","C1","114","1477946338495","245391672906"
"313.132","02","00","5001400US0200","0200","C1","114","1477946338495","245391672906"
"313.133","02","00","5001400US0200","0200","C1","114","1477946338495","245391672906"
"313.134","02","00","5001400US0200","0200","C1","114","1477946338495","245391672906"
"313.135","02","00","5001400US0200","0200","C1","114","1477946338495","245391672906"
"313.136","02","00","5001400US0200","0200","C1","114","1477946338495","245391672906"
"313.137","02","00","5001400US0200","0200","C1","114","1477946338495","245391672906"
"313.138","02","00","5001400US0200","0200","C1","114","1477946338495","245391672906"
"313.139","02","00","5001400US0200","0200","C1","114","1477946338495","245391672906"
"313.140","02","00","5001400US0200","0200","C1","114","1477946338495","245391672906"
"313.141","02","00","5001400US0200","0200","C1","114","1477946338495","245391672906"
"313.142","02","00","5001400US0200","0200","C1","114","1477946338495","245391672906"
"313.143","02","00","5001400US0200","0200","C1","114","1477946338495","245391672906"
"313.144","02","00","5001400US0200","0200","C1","114","1477946338495","245391672906"
"313.145","02","00","5001400US0200","0200","C1","114","1477946338495","245391672906"
"313.146","02","00","5001400US0200","0200","C1","114","1477946338495","245391672906"
"313.147","02","00","5001400US0200","0200","C1","114","1477946338495","245391672906"
"313.148","02","00","5001400US0200","0200","C1","114","1477946338495","245391672906"
"313.149","02","00","5001400US0200","0200","C1","114","1477946338495","245391672906"
"313.150","02","00","5001400US0200","0200","C1","114","1477946338495","245391672906"
"313.151","02","00","5001400US0200","0200","C1","114","1477946338495","245391672906"
"313.152","02","00","5001400US0200","0200","C1","114","1477946338495","245391672906"
"313.153","02","00","5001400US0200","0200","C1","114","1477946338495","245391672906"
"313.154","02","00","5001400US0200","0200","C1","114","1477946338495","245391672906"
"313.155","02","00","5001400US0200","0200","C1","114","1477946338495","245391672906"
