"shapeid","STATEFP","CD114FP","AFFGEOID","GEOID","LSAD","CDSESSN","ALAND","AWATER"
"313.543","02","00","5001400US0200","0200","C1","114","1477946338495","245391672906"
"313.544","02","00","5001400US0200","0200","C1","114","1477946338495","245391672906"
"313.545","02","00","5001400US0200","0200","C1","114","1477946338495","245391672906"
"313.546","02","00","5001400US0200","0200","C1","114","1477946338495","245391672906"
"313.547","02","00","5001400US0200","0200","C1","114","1477946338495","245391672906"
"313.548","02","00","5001400US0200","0200","C1","114","1477946338495","245391672906"
"313.549","02","00","5001400US0200","0200","C1","114","1477946338495","245391672906"
"313.550","02","00","5001400US0200","0200","C1","114","1477946338495","245391672906"
"313.551","02","00","5001400US0200","0200","C1","114","1477946338495","245391672906"
"313.552","02","00","5001400US0200","0200","C1","114","1477946338495","245391672906"
"313.553","02","00","5001400US0200","0200","C1","114","1477946338495","245391672906"
"313.554","02","00","5001400US0200","0200","C1","114","1477946338495","245391672906"
"313.555","02","00","5001400US0200","0200","C1","114","1477946338495","245391672906"
"313.556","02","00","5001400US0200","0200","C1","114","1477946338495","245391672906"
"313.557","02","00","5001400US0200","0200","C1","114","1477946338495","245391672906"
"313.558","02","00","5001400US0200","0200","C1","114","1477946338495","245391672906"
"313.559","02","00","5001400US0200","0200","C1","114","1477946338495","245391672906"
"313.560","02","00","5001400US0200","0200","C1","114","1477946338495","245391672906"
"313.561","02","00","5001400US0200","0200","C1","114","1477946338495","245391672906"
"313.562","02","00","5001400US0200","0200","C1","114","1477946338495","245391672906"
"313.563","02","00","5001400US0200","0200","C1","114","1477946338495","245391672906"
"313.564","02","00","5001400US0200","0200","C1","114","1477946338495","245391672906"
"313.565","02","00","5001400US0200","0200","C1","114","1477946338495","245391672906"
"313.566","02","00","5001400US0200","0200","C1","114","1477946338495","245391672906"
"313.567","02","00","5001400US0200","0200","C1","114","1477946338495","245391672906"
"313.568","02","00","5001400US0200","0200","C1","114","1477946338495","245391672906"
"313.569","02","00","5001400US0200","0200","C1","114","1477946338495","245391672906"
"313.570","02","00","5001400US0200","0200","C1","114","1477946338495","245391672906"
"313.571","02","00","5001400US0200","0200","C1","114","1477946338495","245391672906"
"313.572","02","00","5001400US0200","0200","C1","114","1477946338495","245391672906"
"313.573","02","00","5001400US0200","0200","C1","114","1477946338495","245391672906"
"313.574","02","00","5001400US0200","0200","C1","114","1477946338495","245391672906"
"313.575","02","00","5001400US0200","0200","C1","114","1477946338495","245391672906"
"313.576","02","00","5001400US0200","0200","C1","114","1477946338495","245391672906"
"313.577","02","00","5001400US0200","0200","C1","114","1477946338495","245391672906"
"313.578","02","00","5001400US0200","0200","C1","114","1477946338495","245391672906"
"313.579","02","00","5001400US0200","0200","C1","114","1477946338495","245391672906"
"314","13","10","5001400US1310","1310","C2","114","18374795796","469246252"
"315.0","06","02","5001400US0602","0602","C2","114","33546458437","4122538872"
"315.1","06","02","5001400US0602","0602","C2","114","33546458437","4122538872"
"315.2","06","02","5001400US0602","0602","C2","114","33546458437","4122538872"
"316","13","05","5001400US1305","1305","C2","114","686233909","5100404"
"317","48","10","5001400US4810","4810","C2","114","13135231447","185876901"
"318","36","04","5001400US3604","3604","C2","114","287194430","168289425"
"319","37","07","5001400US3707","3707","C2","114","15962355528","1123713110"
"320","06","38","5001400US0638","0638","C2","114","262667699","3822532"
"321","55","06","5001400US5506","5506","C2","114","12739210946","7318114833"
"322.0","06","51","5001400US0651","0651","C2","114","12410188755","870584665"
"322.1","06","51","5001400US0651","0651","C2","114","12410188755","870584665"
"323","31","01","5001400US3101","3101","C2","114","22996552423","249252681"
"324","06","17","5001400US0617","0617","C2","114","477488962","24431172"
"325","37","11","5001400US3711","3711","C2","114","17710962233","191335184"
"326","12","18","5001400US1218","1218","C2","114","3917848951","979157081"
"327","04","03","5001400US0403","0403","C2","114","40633375850","8411271"
"328","21","06","5001400US2106","2106","C2","114","11125102078","119861708"
"329.0","37","01","5001400US3701","3701","C2","114","14227676034","414257294"
"329.1","37","01","5001400US3701","3701","C2","114","14227676034","414257294"
"330","25","05","5001400US2505","2505","C2","114","686614096","58509767"
"331.0","27","08","5001400US2708","2708","C2","114","72280157559","12449248665"
"331.1","27","08","5001400US2708","2708","C2","114","72280157559","12449248665"
"331.2","27","08","5001400US2708","2708","C2","114","72280157559","12449248665"
"331.3","27","08","5001400US2708","2708","C2","114","72280157559","12449248665"
"331.4","27","08","5001400US2708","2708","C2","114","72280157559","12449248665"
"332","49","01","5001400US4901","4901","C2","114","50651765020","3222708814"
"333","37","13","5001400US3713","3713","C2","114","5906372694","87134848"
"334","12","22","5001400US1222","1222","C2","114","447767785","483588289"
"335","48","21","5001400US4821","4821","C2","114","15335041906","91792231"
"336","06","29","5001400US0629","0629","C2","114","238367009","1621911"
"337","06","36","5001400US0636","0636","C2","114","15313284807","201938200"
"338","25","04","5001400US2504","2504","C2","114","1730872501","86459561"
"339","42","09","5001400US4209","4209","C2","114","14840774817","94924656"
"340.0","53","06","5001400US5306","5306","C2","114","17878855764","5089870747"
"340.1","53","06","5001400US5306","5306","C2","114","17878855764","5089870747"
"340.2","53","06","5001400US5306","5306","C2","114","17878855764","5089870747"
"340.3","53","06","5001400US5306","5306","C2","114","17878855764","5089870747"
"340.4","53","06","5001400US5306","5306","C2","114","17878855764","5089870747"
"340.5","53","06","5001400US5306","5306","C2","114","17878855764","5089870747"
"340.6","53","06","5001400US5306","5306","C2","114","17878855764","5089870747"
"340.7","53","06","5001400US5306","5306","C2","114","17878855764","5089870747"
"340.8","53","06","5001400US5306","5306","C2","114","17878855764","5089870747"
"340.9","53","06","5001400US5306","5306","C2","114","17878855764","5089870747"
"340.10","53","06","5001400US5306","5306","C2","114","17878855764","5089870747"
"340.11","53","06","5001400US5306","5306","C2","114","17878855764","5089870747"
"340.12","53","06","5001400US5306","5306","C2","114","17878855764","5089870747"
"340.13","53","06","5001400US5306","5306","C2","114","17878855764","5089870747"
"341.0","34","03","5001400US3403","3403","C2","114","2330128389","619956529"
"341.1","34","03","5001400US3403","3403","C2","114","2330128389","619956529"
"342","06","48","5001400US0648","0648","C2","114","377328407","282589732"
"343","06","25","5001400US0625","0625","C2","114","4378760030","30951865"
"344","29","08","5001400US2908","2908","C2","114","51543589873","444586815"
"345","39","12","5001400US3912","3912","C2","114","5884524481","76565092"
"346.0","09","03","5001400US0903","0903","C2","114","1218123124","68645344"
"346.1","09","03","5001400US0903","0903","C2","114","1218123124","68645344"
"347","19","02","5001400US1902","1902","C2","114","31758345975","431494396"
"348.0","12","19","5001400US1219","1219","C2","114","1943097018","1597472727"
"348.1","12","19","5001400US1219","1219","C2","114","1943097018","1597472727"
"348.2","12","19","5001400US1219","1219","C2","114","1943097018","1597472727"
"348.3","12","19","5001400US1219","1219","C2","114","1943097018","1597472727"
"349","48","15","5001400US4815","4815","C2","114","20212567211","154626758"
"350","06","30","5001400US0630","0630","C2","114","352103956","5012017"
"351","49","03","5001400US4903","4903","C2","114","51991590524","457501023"
"352","34","12","5001400US3412","3412","C2","114","1067734223","18347466"
"353","42","15","5001400US4215","4215","C2","114","3328124890","33967140"
"354","37","08","5001400US3708","3708","C2","114","11685622970","169715196"
"355","17","01","5001400US1701","1701","C2","114","669268355","2127354"
"356","29","02","5001400US2902","2902","C2","114","1206406434","37418577"
"357","39","11","5001400US3911","3911","C2","114","633330868","1310790085"
"358.0","44","01","5001400US4401","4401","C2","114","695404707","628696553"
"358.1","44","01","5001400US4401","4401","C2","114","695404707","628696553"
"358.2","44","01","5001400US4401","4401","C2","114","695404707","628696553"
"358.3","44","01","5001400US4401","4401","C2","114","695404707","628696553"
"358.4","44","01","5001400US4401","4401","C2","114","695404707","628696553"
"358.5","44","01","5001400US4401","4401","C2","114","695404707","628696553"
"358.6","44","01","5001400US4401","4401","C2","114","695404707","628696553"
"358.7","44","01","5001400US4401","4401","C2","114","695404707","628696553"
"358.8","44","01","5001400US4401","4401","C2","114","695404707","628696553"
"358.9","44","01","5001400US4401","4401","C2","114","695404707","628696553"
"358.10","44","01","5001400US4401","4401","C2","114","695404707","628696553"
"358.11","44","01","5001400US4401","4401","C2","114","695404707","628696553"
"359","51","05","5001400US5105","5105","C2","114","25978125712","391512916"
"360","17","03","5001400US1703","1703","C2","114","614092706","12799708"
"361","06","40","5001400US0640","0640","C2","114","149406790","1743217"
"362","42","14","5001400US4214","4214","C2","114","542048505","26842230"
"363","36","07","5001400US3607","3607","C2","114","41806002","2675060"
"364","12","05","5001400US1205","1205","C2","114","3510750927","466830244"
"365","13","06","5001400US1306","1306","C2","114","774046187","14122487"
"366","20","01","5001400US2001","2001","C2","114","136083658508","594784170"
"367.0","12","26","5001400US1226","1226","C2","114","5435281215","7255131098"
"367.1","12","26","5001400US1226","1226","C2","114","5435281215","7255131098"
"367.2","12","26","5001400US1226","1226","C2","114","5435281215","7255131098"
"367.3","12","26","5001400US1226","1226","C2","114","5435281215","7255131098"
"367.4","12","26","5001400US1226","1226","C2","114","5435281215","7255131098"
"367.5","12","26","5001400US1226","1226","C2","114","5435281215","7255131098"
"367.6","12","26","5001400US1226","1226","C2","114","5435281215","7255131098"
"367.7","12","26","5001400US1226","1226","C2","114","5435281215","7255131098"
"367.8","12","26","5001400US1226","1226","C2","114","5435281215","7255131098"
"367.9","12","26","5001400US1226","1226","C2","114","5435281215","7255131098"
"367.10","12","26","5001400US1226","1226","C2","114","5435281215","7255131098"
"367.11","12","26","5001400US1226","1226","C2","114","5435281215","7255131098"
"367.12","12","26","5001400US1226","1226","C2","114","5435281215","7255131098"
"367.13","12","26","5001400US1226","1226","C2","114","5435281215","7255131098"
"367.14","12","26","5001400US1226","1226","C2","114","5435281215","7255131098"
"367.15","12","26","5001400US1226","1226","C2","114","5435281215","7255131098"
"367.16","12","26","5001400US1226","1226","C2","114","5435281215","7255131098"
"367.17","12","26","5001400US1226","1226","C2","114","5435281215","7255131098"
"367.18","12","26","5001400US1226","1226","C2","114","5435281215","7255131098"
"367.19","12","26","5001400US1226","1226","C2","114","5435281215","7255131098"
"367.20","12","26","5001400US1226","1226","C2","114","5435281215","7255131098"
"367.21","12","26","5001400US1226","1226","C2","114","5435281215","7255131098"
"367.22","12","26","5001400US1226","1226","C2","114","5435281215","7255131098"
"367.23","12","26","5001400US1226","1226","C2","114","5435281215","7255131098"
"367.24","12","26","5001400US1226","1226","C2","114","5435281215","7255131098"
"367.25","12","26","5001400US1226","1226","C2","114","5435281215","7255131098"
"367.26","12","26","5001400US1226","1226","C2","114","5435281215","7255131098"
"367.27","12","26","5001400US1226","1226","C2","114","5435281215","7255131098"
"367.28","12","26","5001400US1226","1226","C2","114","5435281215","7255131098"
"367.29","12","26","5001400US1226","1226","C2","114","5435281215","7255131098"
"367.30","12","26","5001400US1226","1226","C2","114","5435281215","7255131098"
"367.31","12","26","5001400US1226","1226","C2","114","5435281215","7255131098"
"367.32","12","26","5001400US1226","1226","C2","114","5435281215","7255131098"
"367.33","12","26","5001400US1226","1226","C2","114","5435281215","7255131098"
"367.34","12","26","5001400US1226","1226","C2","114","5435281215","7255131098"
"367.35","12","26","5001400US1226","1226","C2","114","5435281215","7255131098"
"367.36","12","26","5001400US1226","1226","C2","114","5435281215","7255131098"
"367.37","12","26","5001400US1226","1226","C2","114","5435281215","7255131098"
"367.38","12","26","5001400US1226","1226","C2","114","5435281215","7255131098"
"367.39","12","26","5001400US1226","1226","C2","114","5435281215","7255131098"
"367.40","12","26","5001400US1226","1226","C2","114","5435281215","7255131098"
"367.41","12","26","5001400US1226","1226","C2","114","5435281215","7255131098"
"367.42","12","26","5001400US1226","1226","C2","114","5435281215","7255131098"
"367.43","12","26","5001400US1226","1226","C2","114","5435281215","7255131098"
"367.44","12","26","5001400US1226","1226","C2","114","5435281215","7255131098"
"367.45","12","26","5001400US1226","1226","C2","114","5435281215","7255131098"
"367.46","12","26","5001400US1226","1226","C2","114","5435281215","7255131098"
"367.47","12","26","5001400US1226","1226","C2","114","5435281215","7255131098"
"367.48","12","26","5001400US1226","1226","C2","114","5435281215","7255131098"
"367.49","12","26","5001400US1226","1226","C2","114","5435281215","7255131098"
"367.50","12","26","5001400US1226","1226","C2","114","5435281215","7255131098"
"367.51","12","26","5001400US1226","1226","C2","114","5435281215","7255131098"
"367.52","12","26","5001400US1226","1226","C2","114","5435281215","7255131098"
"367.53","12","26","5001400US1226","1226","C2","114","5435281215","7255131098"
"367.54","12","26","5001400US1226","1226","C2","114","5435281215","7255131098"
"367.55","12","26","5001400US1226","1226","C2","114","5435281215","7255131098"
"367.56","12","26","5001400US1226","1226","C2","114","5435281215","7255131098"
"367.57","12","26","5001400US1226","1226","C2","114","5435281215","7255131098"
"367.58","12","26","5001400US1226","1226","C2","114","5435281215","7255131098"
"367.59","12","26","5001400US1226","1226","C2","114","5435281215","7255131098"
"367.60","12","26","5001400US1226","1226","C2","114","5435281215","7255131098"
"367.61","12","26","5001400US1226","1226","C2","114","5435281215","7255131098"
"367.62","12","26","5001400US1226","1226","C2","114","5435281215","7255131098"
"367.63","12","26","5001400US1226","1226","C2","114","5435281215","7255131098"
"367.64","12","26","5001400US1226","1226","C2","114","5435281215","7255131098"
"367.65","12","26","5001400US1226","1226","C2","114","5435281215","7255131098"
"367.66","12","26","5001400US1226","1226","C2","114","5435281215","7255131098"
"367.67","12","26","5001400US1226","1226","C2","114","5435281215","7255131098"
"367.68","12","26","5001400US1226","1226","C2","114","5435281215","7255131098"
"367.69","12","26","5001400US1226","1226","C2","114","5435281215","7255131098"
"367.70","12","26","5001400US1226","1226","C2","114","5435281215","7255131098"
"367.71","12","26","5001400US1226","1226","C2","114","5435281215","7255131098"
"367.72","12","26","5001400US1226","1226","C2","114","5435281215","7255131098"
"367.73","12","26","5001400US1226","1226","C2","114","5435281215","7255131098"
"367.74","12","26","5001400US1226","1226","C2","114","5435281215","7255131098"
"367.75","12","26","5001400US1226","1226","C2","114","5435281215","7255131098"
"367.76","12","26","5001400US1226","1226","C2","114","5435281215","7255131098"
"367.77","12","26","5001400US1226","1226","C2","114","5435281215","7255131098"
"367.78","12","26","5001400US1226","1226","C2","114","5435281215","7255131098"
"367.79","12","26","5001400US1226","1226","C2","114","5435281215","7255131098"
"367.80","12","26","5001400US1226","1226","C2","114","5435281215","7255131098"
"367.81","12","26","5001400US1226","1226","C2","114","5435281215","7255131098"
"367.82","12","26","5001400US1226","1226","C2","114","5435281215","7255131098"
"367.83","12","26","5001400US1226","1226","C2","114","5435281215","7255131098"
"367.84","12","26","5001400US1226","1226","C2","114","5435281215","7255131098"
"367.85","12","26","5001400US1226","1226","C2","114","5435281215","7255131098"
"367.86","12","26","5001400US1226","1226","C2","114","5435281215","7255131098"
"367.87","12","26","5001400US1226","1226","C2","114","5435281215","7255131098"
"367.88","12","26","5001400US1226","1226","C2","114","5435281215","7255131098"
"367.89","12","26","5001400US1226","1226","C2","114","5435281215","7255131098"
"367.90","12","26","5001400US1226","1226","C2","114","5435281215","7255131098"
"367.91","12","26","5001400US1226","1226","C2","114","5435281215","7255131098"
"368","29","07","5001400US2907","2907","C2","114","16246596751","248400655"
"369","56","00","5001400US5600","5600","C1","114","251465042238","1861255811"
"370","29","06","5001400US2906","2906","C2","114","47134020177","527100043"
"371","31","03","5001400US3103","3103","C2","114","174655542739","1063670008"
"372","27","07","5001400US2707","2707","C2","114","86584437209","5042010384"
"373","36","23","5001400US3623","3623","C2","114","19092559559","1602400181"
"374.0","23","02","5001400US2302","2302","C2","114","71374290758","7014266805"
"374.1","23","02","5001400US2302","2302","C2","114","71374290758","7014266805"
"374.2","23","02","5001400US2302","2302","C2","114","71374290758","7014266805"
"374.3","23","02","5001400US2302","2302","C2","114","71374290758","7014266805"
"374.4","23","02","5001400US2302","2302","C2","114","71374290758","7014266805"
"374.5","23","02","5001400US2302","2302","C2","114","71374290758","7014266805"
"374.6","23","02","5001400US2302","2302","C2","114","71374290758","7014266805"
"374.7","23","02","5001400US2302","2302","C2","114","71374290758","7014266805"
"374.8","23","02","5001400US2302","2302","C2","114","71374290758","7014266805"
"374.9","23","02","5001400US2302","2302","C2","114","71374290758","7014266805"
"374.10","23","02","5001400US2302","2302","C2","114","71374290758","7014266805"
"374.11","23","02","5001400US2302","2302","C2","114","71374290758","7014266805"
"374.12","23","02","5001400US2302","2302","C2","114","71374290758","7014266805"
"374.13","23","02","5001400US2302","2302","C2","114","71374290758","7014266805"
"374.14","23","02","5001400US2302","2302","C2","114","71374290758","7014266805"
"374.15","23","02","5001400US2302","2302","C2","114","71374290758","7014266805"
"374.16","23","02","5001400US2302","2302","C2","114","71374290758","7014266805"
"374.17","23","02","5001400US2302","2302","C2","114","71374290758","7014266805"
"374.18","23","02","5001400US2302","2302","C2","114","71374290758","7014266805"
"374.19","23","02","5001400US2302","2302","C2","114","71374290758","7014266805"
"374.20","23","02","5001400US2302","2302","C2","114","71374290758","7014266805"
"374.21","23","02","5001400US2302","2302","C2","114","71374290758","7014266805"
"374.22","23","02","5001400US2302","2302","C2","114","71374290758","7014266805"
"374.23","23","02","5001400US2302","2302","C2","114","71374290758","7014266805"
"374.24","23","02","5001400US2302","2302","C2","114","71374290758","7014266805"
"374.25","23","02","5001400US2302","2302","C2","114","71374290758","7014266805"
"374.26","23","02","5001400US2302","2302","C2","114","71374290758","7014266805"
"374.27","23","02","5001400US2302","2302","C2","114","71374290758","7014266805"
"374.28","23","02","5001400US2302","2302","C2","114","71374290758","7014266805"
"374.29","23","02","5001400US2302","2302","C2","114","71374290758","7014266805"
"374.30","23","02","5001400US2302","2302","C2","114","71374290758","7014266805"
"374.31","23","02","5001400US2302","2302","C2","114","71374290758","7014266805"
"374.32","23","02","5001400US2302","2302","C2","114","71374290758","7014266805"
"374.33","23","02","5001400US2302","2302","C2","114","71374290758","7014266805"
"374.34","23","02","5001400US2302","2302","C2","114","71374290758","7014266805"
"374.35","23","02","5001400US2302","2302","C2","114","71374290758","7014266805"
"374.36","23","02","5001400US2302","2302","C2","114","71374290758","7014266805"
"374.37","23","02","5001400US2302","2302","C2","114","71374290758","7014266805"
"374.38","23","02","5001400US2302","2302","C2","114","71374290758","7014266805"
"374.39","23","02","5001400US2302","2302","C2","114","71374290758","7014266805"
"374.40","23","02","5001400US2302","2302","C2","114","71374290758","7014266805"
"374.41","23","02","5001400US2302","2302","C2","114","71374290758","7014266805"
"374.42","23","02","5001400US2302","2302","C2","114","71374290758","7014266805"
"374.43","23","02","5001400US2302","2302","C2","114","71374290758","7014266805"
"374.44","23","02","5001400US2302","2302","C2","114","71374290758","7014266805"
"374.45","23","02","5001400US2302","2302","C2","114","71374290758","7014266805"
"374.46","23","02","5001400US2302","2302","C2","114","71374290758","7014266805"
"374.47","23","02","5001400US2302","2302","C2","114","71374290758","7014266805"
"374.48","23","02","5001400US2302","2302","C2","114","71374290758","7014266805"
"374.49","23","02","5001400US2302","2302","C2","114","71374290758","7014266805"
"374.50","23","02","5001400US2302","2302","C2","114","71374290758","7014266805"
"374.51","23","02","5001400US2302","2302","C2","114","71374290758","7014266805"
"374.52","23","02","5001400US2302","2302","C2","114","71374290758","7014266805"
"374.53","23","02","5001400US2302","2302","C2","114","71374290758","7014266805"
"374.54","23","02","5001400US2302","2302","C2","114","71374290758","7014266805"
"374.55","23","02","5001400US2302","2302","C2","114","71374290758","7014266805"
"374.56","23","02","5001400US2302","2302","C2","114","71374290758","7014266805"
"374.57","23","02","5001400US2302","2302","C2","114","71374290758","7014266805"
"374.58","23","02","5001400US2302","2302","C2","114","71374290758","7014266805"
"374.59","23","02","5001400US2302","2302","C2","114","71374290758","7014266805"
"374.60","23","02","5001400US2302","2302","C2","114","71374290758","7014266805"
"374.61","23","02","5001400US2302","2302","C2","114","71374290758","7014266805"
"374.62","23","02","5001400US2302","2302","C2","114","71374290758","7014266805"
"374.63","23","02","5001400US2302","2302","C2","114","71374290758","7014266805"
"374.64","23","02","5001400US2302","2302","C2","114","71374290758","7014266805"
"374.65","23","02","5001400US2302","2302","C2","114","71374290758","7014266805"
"374.66","23","02","5001400US2302","2302","C2","114","71374290758","7014266805"
"374.67","23","02","5001400US2302","2302","C2","114","71374290758","7014266805"
"374.68","23","02","5001400US2302","2302","C2","114","71374290758","7014266805"
"374.69","23","02","5001400US2302","2302","C2","114","71374290758","7014266805"
"374.70","23","02","5001400US2302","2302","C2","114","71374290758","7014266805"
"374.71","23","02","5001400US2302","2302","C2","114","71374290758","7014266805"
"374.72","23","02","5001400US2302","2302","C2","114","71374290758","7014266805"
"374.73","23","02","5001400US2302","2302","C2","114","71374290758","7014266805"
"374.74","23","02","5001400US2302","2302","C2","114","71374290758","7014266805"
"374.75","23","02","5001400US2302","2302","C2","114","71374290758","7014266805"
"374.76","23","02","5001400US2302","2302","C2","114","71374290758","7014266805"
"374.77","23","02","5001400US2302","2302","C2","114","71374290758","7014266805"
"374.78","23","02","5001400US2302","2302","C2","114","71374290758","7014266805"
"374.79","23","02","5001400US2302","2302","C2","114","71374290758","7014266805"
"374.80","23","02","5001400US2302","2302","C2","114","71374290758","7014266805"
"374.81","23","02","5001400US2302","2302","C2","114","71374290758","7014266805"
"374.82","23","02","5001400US2302","2302","C2","114","71374290758","7014266805"
"374.83","23","02","5001400US2302","2302","C2","114","71374290758","7014266805"
"374.84","23","02","5001400US2302","2302","C2","114","71374290758","7014266805"
"374.85","23","02","5001400US2302","2302","C2","114","71374290758","7014266805"
"374.86","23","02","5001400US2302","2302","C2","114","71374290758","7014266805"
"374.87","23","02","5001400US2302","2302","C2","114","71374290758","7014266805"
"374.88","23","02","5001400US2302","2302","C2","114","71374290758","7014266805"
"374.89","23","02","5001400US2302","2302","C2","114","71374290758","7014266805"
"374.90","23","02","5001400US2302","2302","C2","114","71374290758","7014266805"
"374.91","23","02","5001400US2302","2302","C2","114","71374290758","7014266805"
"374.92","23","02","5001400US2302","2302","C2","114","71374290758","7014266805"
"374.93","23","02","5001400US2302","2302","C2","114","71374290758","7014266805"
"374.94","23","02","5001400US2302","2302","C2","114","71374290758","7014266805"
"374.95","23","02","5001400US2302","2302","C2","114","71374290758","7014266805"
"374.96","23","02","5001400US2302","2302","C2","114","71374290758","7014266805"
"374.97","23","02","5001400US2302","2302","C2","114","71374290758","7014266805"
"374.98","23","02","5001400US2302","2302","C2","114","71374290758","7014266805"
"374.99","23","02","5001400US2302","2302","C2","114","71374290758","7014266805"
"374.100","23","02","5001400US2302","2302","C2","114","71374290758","7014266805"
"374.101","23","02","5001400US2302","2302","C2","114","71374290758","7014266805"
"374.102","23","02","5001400US2302","2302","C2","114","71374290758","7014266805"
"374.103","23","02","5001400US2302","2302","C2","114","71374290758","7014266805"
"374.104","23","02","5001400US2302","2302","C2","114","71374290758","7014266805"
"374.105","23","02","5001400US2302","2302","C2","114","71374290758","7014266805"
"374.106","23","02","5001400US2302","2302","C2","114","71374290758","7014266805"
"374.107","23","02","5001400US2302","2302","C2","114","71374290758","7014266805"
"374.108","23","02","5001400US2302","2302","C2","114","71374290758","7014266805"
"374.109","23","02","5001400US2302","2302","C2","114","71374290758","7014266805"
"374.110","23","02","5001400US2302","2302","C2","114","71374290758","7014266805"
"374.111","23","02","5001400US2302","2302","C2","114","71374290758","7014266805"
"374.112","23","02","5001400US2302","2302","C2","114","71374290758","7014266805"
"374.113","23","02","5001400US2302","2302","C2","114","71374290758","7014266805"
"374.114","23","02","5001400US2302","2302","C2","114","71374290758","7014266805"
"374.115","23","02","5001400US2302","2302","C2","114","71374290758","7014266805"
"374.116","23","02","5001400US2302","2302","C2","114","71374290758","7014266805"
"374.117","23","02","5001400US2302","2302","C2","114","71374290758","7014266805"
"374.118","23","02","5001400US2302","2302","C2","114","71374290758","7014266805"
"374.119","23","02","5001400US2302","2302","C2","114","71374290758","7014266805"
"374.120","23","02","5001400US2302","2302","C2","114","71374290758","7014266805"
"374.121","23","02","5001400US2302","2302","C2","114","71374290758","7014266805"
"374.122","23","02","5001400US2302","2302","C2","114","71374290758","7014266805"
"374.123","23","02","5001400US2302","2302","C2","114","71374290758","7014266805"
"374.124","23","02","5001400US2302","2302","C2","114","71374290758","7014266805"
"374.125","23","02","5001400US2302","2302","C2","114","71374290758","7014266805"
"374.126","23","02","5001400US2302","2302","C2","114","71374290758","7014266805"
"374.127","23","02","5001400US2302","2302","C2","114","71374290758","7014266805"
"374.128","23","02","5001400US2302","2302","C2","114","71374290758","7014266805"
"374.129","23","02","5001400US2302","2302","C2","114","71374290758","7014266805"
"374.130","23","02","5001400US2302","2302","C2","114","71374290758","7014266805"
"374.131","23","02","5001400US2302","2302","C2","114","71374290758","7014266805"
"374.132","23","02","5001400US2302","2302","C2","114","71374290758","7014266805"
"374.133","23","02","5001400US2302","2302","C2","114","71374290758","7014266805"
"375","36","05","5001400US3605","3605","C2","114","134524364","184532186"
"376.0","60","98","5001400US6098","6098","C4","114","197749662","1307107436"
"376.1","60","98","5001400US6098","6098","C4","114","197749662","1307107436"
"376.2","60","98","5001400US6098","6098","C4","114","197749662","1307107436"
"376.3","60","98","5001400US6098","6098","C4","114","197749662","1307107436"
"376.4","60","98","5001400US6098","6098","C4","114","197749662","1307107436"
"376.5","60","98","5001400US6098","6098","C4","114","197749662","1307107436"
"376.6","60","98","5001400US6098","6098","C4","114","197749662","1307107436"
"376.7","60","98","5001400US6098","6098","C4","114","197749662","1307107436"
"376.8","60","98","5001400US6098","6098","C4","114","197749662","1307107436"
"377","06","09","5001400US0609","0609","C2","114","3242797049","136796396"
"378","51","04","5001400US5104","5104","C2","114","11164129653","180037484"
"379.0","69","98","5001400US6998","6998","C4","114","472262566","4644320317"
"379.1","69","98","5001400US6998","6998","C4","114","472262566","4644320317"
"379.2","69","98","5001400US6998","6998","C4","114","472262566","4644320317"
"379.3","69","98","5001400US6998","6998","C4","114","472262566","4644320317"
"379.4","69","98","5001400US6998","6998","C4","114","472262566","4644320317"
"379.5","69","98","5001400US6998","6998","C4","114","472262566","4644320317"
"379.6","69","98","5001400US6998","6998","C4","114","472262566","4644320317"
"379.7","69","98","5001400US6998","6998","C4","114","472262566","4644320317"
"379.8","69","98","5001400US6998","6998","C4","114","472262566","4644320317"
"379.9","69","98","5001400US6998","6998","C4","114","472262566","4644320317"
"379.10","69","98","5001400US6998","6998","C4","114","472262566","4644320317"
"379.11","69","98","5001400US6998","6998","C4","114","472262566","4644320317"
"379.12","69","98","5001400US6998","6998","C4","114","472262566","4644320317"
"379.13","69","98","5001400US6998","6998","C4","114","472262566","4644320317"
"379.14","69","98","5001400US6998","6998","C4","114","472262566","4644320317"
"379.15","69","98","5001400US6998","6998","C4","114","472262566","4644320317"
"379.16","69","98","5001400US6998","6998","C4","114","472262566","4644320317"
"380","48","12","5001400US4812","4812","C2","114","3732596186","86674036"
"381.0","47","02","5001400US4702","4702","C2","114","6012643682","279133843"
"381.1","47","02","5001400US4702","4702","C2","114","6012643682","279133843"
"381.2","47","02","5001400US4702","4702","C2","114","6012643682","279133843"
"381.3","47","02","5001400US4702","4702","C2","114","6012643682","279133843"
"382","12","23","5001400US1223","1223","C2","114","433683301","300316284"
"383","32","01","5001400US3201","3201","C2","114","270624134","16683"
"384","36","26","5001400US3626","3626","C2","114","567556897","35634220"
"385","01","05","5001400US0105","0105","C2","114","9524262561","461158047"
"386","01","02","5001400US0102","0102","C2","114","26266692521","306846884"
"387","34","10","5001400US3410","3410","C2","114","196662389","12863200"
"388","34","11","5001400US3411","3411","C2","114","1308416001","68782323"
"389","08","03","5001400US0803","0803","C2","114","128801006581","388542092"
"390","12","01","5001400US1201","1201","C2","114","10404041286","1921180639"
"391","12","17","5001400US1217","1217","C2","114","16497970863","1871188672"
"392.0","12","16","5001400US1216","1216","C2","114","2267480986","823562757"
"392.1","12","16","5001400US1216","1216","C2","114","2267480986","823562757"
